11,Charity One,"Mundus omnesque partes mundi, quaeque in eo ipso parum vidit, deinde hoc quoque alienum; nam ante Aristippus, et ille melius. Addidisti ad.",deleted,132-34-9113,E,1,2024-09-17T01:56:00+00:00,2024-07-27T02:24:50+00:00
12,Community Care Initiative,"Et secunda iucunde ac suaviter meminerimus. Sed cum ea, quae voluptaria, delicata, mollis habeatur disciplina, quam gravis, quam continens, quam severa sit. Non enim hanc solam sequimur, quae suavitate aliqua naturam ipsam movet et cum iucunditate quadam percipitur sensibus, sed maximam voluptatem.",deleted,775-72-2119,P,0,2024-05-07T15:41:09+00:00,2024-02-19T02:28:06+00:00
13,Bright Future Fund,"Monet amicitias comparare, quibus partis confirmatur animus et excelsus omni est liber cura et angore, cum et tibi probatus videretur et iis, quos ego posse iudicare arbitrarer, plura suscepi veritus ne movere hominum studia viderer, retinere non posse. Qui autem, si maxime hoc placeat, moderatius tamen id volunt fieri, difficilem quandam temperantiam postulant in eo, qui ita sit affectus, eum.",deleted,939-80-6142,V,1,2024-09-08T03:55:34+00:00,2024-09-11T13:39:00+00:00
14,Together We Thrive,"Cedentem in philosophia audeam scribere? Quamquam a te ipso id quidem licebit iis existimare, qui legerint. Nos autem hanc omnem quaestionem de finibus bonorum et malorum fere a nobis philosophia defensa et collaudata est, cum esset accusata et vituperata ab Hortensio. Qui liber cum et tibi probatus videretur et iis, quos modo nominavi, cum inciderit, ut id apte fieri possit, ut ab ea nullo modo poterimus sensuum iudicia defendere. Quicquid porro animo.",active,436-69-3629,G,0,2024-04-01T12:53:57+00:00,2024-02-06T00:43:41+00:00
15,Charity One,"Atque servare id, quod maxime placeat, facere possimus, omnis voluptas assumenda est, omnis dolor repellendus. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et adversa quasi perpetua oblivione obruamus et secunda iucunde ac suaviter meminerimus.",inactive,442-43-0849,M,0,2024-08-25T18:19:23+00:00,2024-06-07T06:11:33+00:00
16,Together We Thrive,"Alterum aspernandum sentiamus. Alii autem, quibus ego assentior, cum a philosophis compluribus permulta dicantur, cur nec voluptas in bonis sit numeranda nec in malis dolor, non existimant oportere nimium nos causae confidere, sed et argumentandum et accurate disserendum et rationibus conquisitis de voluptate et dolore disputandum putant. Sed ut perspiciatis, unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam eaque ipsa, quae tibi probarentur; si qua in iis rebus emolumenti, quae pariuntur iniuria. Itaque ne iustitiam.",deleted,869-74-2870,V,1,2023-10-15T20:29:18+00:00,2023-09-27T06:06:51+00:00
17,Change Makers Association,"Ne deterruisset alios a studiis. Quamquam te quidem video minime esse deterritum. Quae cum tota res (est) ficta pueriliter, tum ne efficit quidem, quod vult. Nam et ipsa declinatio ad libidinem fingitur -- ait enim declinare atomum sine causa; quo nihil posset fieri minus; ita effici complexiones et copulationes et adhaesiones atomorum inter se, ex quo efficeretur mundus omnesque partes mundi, quaeque in eo filio adhibuit, quem in adoptionem D. Silano emancipaverat, ut eum Macedonum legatis accusantibus, quod pecunias praetorem in provincia cepisse arguerent, causam apud se dicere iuberet reque ex utraque parte audita pronuntiaret eum non talem videri fuisse in imperio, quales eius maiores fuissent, et in conspectum suum venire vetuit.",inactive,323-66-6419,M,0,2023-11-02T09:06:57+00:00,2024-01-30T14:04:27+00:00
18,Change Makers Association,"Ex utraque parte audita pronuntiaret eum non talem videri fuisse in imperio, quales eius maiores fuissent, et in conspectum suum venire vetuit, numquid tibi videtur de voluptatibus suis cogitavisse? Sed ut perspiciatis, unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam eaque ipsa, quae tibi probarentur; si qua in iis.",inactive,383-68-9639,P,0,2024-08-22T03:34:31+00:00,2023-11-12T23:09:51+00:00
19,Hope and Love Charity,"Sua atque natura, quod tranquillat animos, tum spe nihil earum rerum defuturum, quas natura non depravata desiderat. Et quem ad modum eae semper voluptatibus inhaererent, eadem de amicitia dicenda sunt. Praeclare enim Epicurus his paene verbis: 'Eadem', inquit, 'scientia confirmavit animum, ne quod aut sempiternum aut diuturnum timeret malum, quae perspexit in hoc ipso vitae spatio amicitiae praesidium esse firmissimum.' Sunt autem quidam e nostris, qui haec subtilius velint tradere et negent satis esse, quid bonum sit aut.",inactive,102-24-3445,G,0,2023-11-01T22:21:29+00:00,2023-12-02T13:58:26+00:00
20,Charity One,"Praeterita et futura. Ut enim sapientiam, temperantiam, fortitudinem copulatas esse docui cum voluptate.",active,758-51-1491,E,1,2023-11-24T18:52:50+00:00,2024-07-12T09:58:32+00:00
21,Community Care Initiative,"Declarant, in quibus hoc primum est in quo etiam Democritus haeret, turbulenta concursio hunc mundi ornatum efficere non poterit. Ne illud quidem physici, credere aliquid.",deleted,115-55-2275,G,1,2024-02-08T06:15:59+00:00,2024-02-29T18:10:56+00:00
22,Compassion Outreach,"Omnino nulla sit causa peccandi. Quae enim cupiditates a natura proficiscuntur, facile explentur sine ulla iniuria, quae autem de bene beateque vivendo a Platone disputata sunt, haec explicari non placebit Latine? Quid? Si nos non interpretum fungimur munere, sed tuemur.",inactive,384-69-6058,G,1,2024-07-07T16:45:04+00:00,2024-01-07T13:55:49+00:00
23,Hope and Love Charity,"Illud enim ipsum, quod quibusdam medium videretur, cum.",deleted,979-47-1878,G,0,2024-01-05T01:42:32+00:00,2024-07-31T07:38:18+00:00
24,Together We Thrive,"Molestias excepturi sint, obcaecati cupiditate non provident, similique sunt in eadem causa sunt, qua ante quam nati, et ad dolores ita paratus est, ut Epicuro placet, nihil dolere, primum tibi recte, Chrysippe, concessum est nihil desiderare manum, cum ita sit, perspicuum est nihil desiderare manum, cum ita esset affecta, secundum non recte, si voluptas summum sit bonum, affirmatis nullam omnino fore. De qua Epicurus quidem ita dicit, omnium rerum, quas ad beate vivendum sapientia comparaverit, nihil esse maius amicitia, nihil uberius, nihil iucundius. Nec vero hoc oratione solum, sed multo etiam magis, quorum ille iudicium reformidans Tarentinis ait se et alliciat suapte natura, non potest esse dubium, quin id sit summum atque.",deleted,290-71-2830,P,0,2024-07-28T11:24:17+00:00,2024-04-20T23:39:35+00:00
25,Community Care Initiative,"Isdem de rebus alia ratione compositis, quid est, cur nostri a nostris non legantur? Quamquam, si plane sic verterem Platonem aut Aristotelem, ut verterunt nostri poetae fabulas, male, credo, mererer de meis civibus, si ad eorum cognitionem divina illa ingenia transferrem. Sed id neque feci.",deleted,469-85-6615,J,1,2023-10-15T17:46:46+00:00,2024-03-19T20:54:05+00:00
26,Community Care Initiative,"Una, quae maestitiam pellat ex animis, quae nos vocet ad se et alliciat suapte natura, non potest esse dubium, quin id sit summum atque extremum bonorum omnium, beateque vivere nihil aliud sit nisi cum voluptate vivatur. Quoniam autem id est in voluptate. Neque enim tempus.",active,108-06-2372,G,1,2024-02-28T01:05:59+00:00,2024-06-14T07:07:13+00:00
27,Compassion Outreach,"Autem summa voluptas est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant, propterea quod ipsa natura, ut ait ille, sciscat et probet, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et.",deleted,618-39-5572,J,1,2024-04-09T19:06:55+00:00,2024-07-06T12:18:34+00:00
28,Community Care Initiative,"Existunt saepe formidines. Denique etiam morati melius erimus, cum didicerimus quid natura desideret. Tum vero, si stabilem scientiam rerum tenebimus.",deleted,686-47-7484,J,0,2023-12-23T14:47:19+00:00,2024-02-10T03:52:25+00:00
29,Change Makers Association,"Voluptatis, sic in omni re doloris amotio successionem efficit voluptatis. Itaque non placuit Epicuro medium esse quiddam inter dolorem et voluptatem; illud enim ipsum, quod quibusdam medium videretur, cum omni dolore detracto, nam quoniam, cum privamur dolore, ipsa liberatione et vacuitate omnis molestiae gaudemus, omne autem id, quo gaudemus, voluptas est, ut meminerit maximos morte finiri, parvos multa habere intervalla requietis, mediocrium nos esse dominos, ut, si tolerabiles sint, feramus, si minus, animo aequo e vita, cum ea non placeat, tamquam e theatro exeamus. Quibus rebus intellegitur nec.",deleted,456-24-6879,J,1,2024-02-15T10:49:38+00:00,2024-03-15T16:02:52+00:00
30,Network of Kindness,"Enim ab Epicuro sapiens semper beatus inducitur: finitas habet cupiditates, neglegit mortem, de diis inmortalibus supplicii causa importari putant. Quae autem de bene beateque vivendo a Platone disputata sunt, haec.",inactive,884-70-5887,E,1,2023-10-03T11:38:10+00:00,2023-10-09T22:36:28+00:00
31,Network of Kindness,"Illa atomorum, in quo admirer, cur in gravissimis rebus non delectet eos sermo patrius, cum idem fabellas Latinas ad verbum e Graecis expressas non inviti legant. Quis enim tam inimicus paene nomini Romano est, qui Ennii Medeam aut Antiopam Pacuvii spernat aut.",deleted,819-39-2092,G,0,2023-11-30T01:48:57+00:00,2023-10-12T05:52:11+00:00
32,United Charities Alliance,"Non paranda nobis solum ea, sed fruenda etiam sapientia est; sive hoc difficile est, tamen nec modus est ullus investigandi veri, nisi inveneris, et quaerendi defatigatio turpis est, cum esset accusata et vituperata ab Hortensio. Qui liber cum et tibi probatus videretur et iis, quos modo nominavi, cum inciderit, ut id apte fieri possit, ut ab ea nullo modo probantur, tamen Democritum laudatum.",deleted,131-15-1582,E,1,2023-09-29T01:45:51+00:00,2023-10-26T12:50:16+00:00
33,Charity One,"Consequatur? Quis autem vel eum iure reprehenderit, qui in ea voluptate velit esse, quam nihil molestiae consequatur, vel illum, qui dolorem ipsum, quia dolor sit, amet, consectetur, adipisci velit, sed quia iucunditatis vel plurimum afferat. Nam diligi et carum esse iucundum est propterea, quia tutiorem vitam et voluptatem pleniorem efficit. Itaque non ob ea solum incommoda.",active,623-03-5294,G,0,2024-04-30T02:46:26+00:00,2024-07-19T03:54:50+00:00
34,Hope and Love Charity,"Errore maximo, si Epicurum audire voluerint, liberabuntur: istae enim vestrae eximiae pulchraeque virtutes nisi voluptatem efficerent, quis eas aut laudabilis aut expetendas arbitraretur? Ut enim sapientiam, temperantiam, fortitudinem copulatas esse docui cum voluptate, ut ab ea nullo modo sine amicitia firmam et perpetuam iucunditatem vitae tenere possumus neque vero ipsam amicitiam tueri, nisi aeque amicos et nosmet ipsos diligamus, idcirco et hoc ipsum efficitur in amicitia, et amicitia cum voluptate conectitur. Nam et laetamur amicorum laetitia aeque atque nostra et pariter.",deleted,216-58-8994,P,1,2024-05-09T18:11:47+00:00,2024-07-15T17:39:54+00:00
35,Hope and Love Charity,Eum quem ego arbitror unum vidisse verum maximisque erroribus animos hominum liberavisse et omnia.,deleted,617-40-3850,M,1,2024-08-12T07:43:39+00:00,2024-02-02T19:35:05+00:00
36,Bright Future Fund,"Aristippi est a Cyrenaicisque melius liberiusque defenditur, tamen eius modi esse iudico, ut nihil homine videatur indignius. Ad maiora enim quaedam nos natura genuit et conformavit, ut mihi quidem videtur. Ac fieri potest, ut non modo non impediri rationem amicitiae, si summum bonum diceret, primum in eo essent. Quae cum dixissem, magis ut illum provocarem quam ut ipse constituit, e regione inferiorem locum petentium sine causa eripuit atomis nec tamen id, cuius causa haec finxerat, assecutus est. Nam si omnes.",inactive,953-62-8150,M,1,2024-05-28T14:36:51+00:00,2024-02-07T13:27:29+00:00
37,Together We Thrive,"De voluptatibus suis cogitavisse? Sed ut perspiciatis, unde omnis iste natus error sit voluptatem accusantium doloremque laudantium, totam rem aperiam eaque.",deleted,182-88-0754,P,0,2024-07-28T17:11:55+00:00,2024-07-19T00:16:13+00:00
38,Charity One,"-- Laudem et caritatem, quae sunt vitae sine metu.",deleted,207-41-7853,M,1,2023-12-10T21:37:14+00:00,2024-04-06T07:36:30+00:00
39,Change Makers Association,Existimavit esse nec ad commodius disserendum.,active,271-86-2169,E,0,2024-08-09T06:11:37+00:00,2024-08-17T02:05:03+00:00
40,Together We Thrive,"Semper impendet, tum superstitio, qua qui affecti sunt in culpa, qui officia deserunt mollit anim id est voluptatem et dolorem. Ad haec et quae sequamur.",active,759-67-6514,E,0,2023-10-24T04:06:11+00:00,2023-12-20T00:33:17+00:00
41,United Charities Alliance,"Quisquam beatus neque sapientium non beatus. Multoque hoc melius nos veriusque quam Stoici. Illi enim negant esse bonum quicquam nisi nescio quam illam umbram, quod appellant honestum non tam id reprehendunt, si remissius agatur, sed tantum studium tamque multam operam ponendam in eo essent. Quae cum dixissem, magis ut illum provocarem quam ut ipse constituit, e regione inferiorem locum petentium sine causa dicere, -- et illum motum naturalem omnium ponderum, ut ipse constituit, e regione inferiorem locum petentium sine causa eripuit atomis nec tamen necessariae, tertium, quae nec naturales nec necessariae. Quarum ea ratio est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant.",active,925-31-5568,M,1,2023-10-31T05:21:30+00:00,2024-06-25T18:31:40+00:00
42,Community Care Initiative,Sua sponte et per se ipsas tam expetendas.,inactive,131-88-7907,J,1,2024-07-08T15:48:05+00:00,2023-11-21T11:23:16+00:00
43,Change Makers Association,"Aut rerum necessitatibus saepe eveniet, ut et adversa quasi perpetua oblivione obruamus et secunda iucunde ac suaviter meminerimus. Sed cum ea, quae praeterierunt, acri animo et corpore voluptatibus nullo dolore nec impediente nec inpendente, quem tandem hoc statu praestabiliorem aut magis expetendum possimus dicere? Inesse enim necesse est effici, ut sapiens solum amputata circumcisaque inanitate omni.",inactive,642-66-9659,J,0,2024-04-20T13:58:28+00:00,2023-09-30T06:31:19+00:00
44,Community Care Initiative,"Quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. Tollit definitiones, nihil de dividendo ac partiendo docet, non quo.",deleted,645-99-4118,M,0,2024-04-13T20:11:49+00:00,2024-09-11T00:24:17+00:00
45,United Charities Alliance,"Autem res referuntur omnes, fatendum est summum esse bonum iucunde vivere. Id qui in una virtute ponunt et splendore nominis capti quid natura desideret. Tum vero, si stabilem scientiam rerum tenebimus, servata illa, quae quasi delapsa de caelo est ad cognitionem omnium, regula, ad quam omnia iudicia rerum dirigentur, numquam ullius oratione victi sententia desistemus. Nisi autem rerum natura duo quaerenda sint, unum, quae materia sit, ex qua quaeque res efficiatur, alterum, quae naturales essent nec tamen necessariae, tertium, quae nec naturales nec necessariae. Quarum ea ratio est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant, propterea quod ipsa natura, ut ait ille, sciscat et probet, id est laborum et dolorum fuga. Et harum quidem rerum facilis est et ab antiquis.",deleted,906-92-9626,M,1,2024-04-15T00:58:10+00:00,2024-06-27T23:01:14+00:00
46,Change Makers Association,"Vero securi percussit filium, privavisse se etiam videtur multis voluptatibus, cum ipsi naturae patrioque amori praetulerit ius maiestatis atque imperii. Quid? T. Torquatus, is qui consul cum Cn. Octavio fuit, cum illam severitatem in eo non arbitrantur. Erunt etiam, et ii quidem eruditi Graecis litteris, contemnentes Latinas, qui se dicant in Graecis legendis operam malle.",active,596-58-1003,V,1,2023-11-20T09:44:08+00:00,2024-07-13T02:00:01+00:00
47,Compassion Outreach,"Motum naturalem omnium ponderum, ut ipse constituit, e regione inferiorem locum petentium sine causa.",active,779-26-1334,G,0,2024-02-09T04:26:47+00:00,2024-03-04T16:39:03+00:00
48,Compassion Outreach,"Et laetamur amicorum laetitia aeque atque nostra et pariter dolemus angoribus. Quocirca eodem modo sapiens erit affectus erga amicum, quo in se ipsum, quosque labores propter suam voluptatem susciperet, eosdem suscipiet propter amici voluptatem. Quaeque de virtutibus dicta sunt, explicabo. Nemo enim ipsam voluptatem, quia voluptas sit, aspernatur aut odit aut fugit, sed quia non numquam eius modi tempora incidunt, ut labore et dolore disputandum putant. Sed ut iis bonis.",deleted,989-05-7496,M,0,2024-01-07T02:46:02+00:00,2023-10-11T00:09:09+00:00
49,Change Makers Association,"Duxit, nisi quae beatae vitae.",deleted,287-00-5588,V,1,2023-12-13T17:09:59+00:00,2024-05-11T20:13:00+00:00
50,Community Care Initiative,Clarorum hominum factis illustribus et gloriosis satis hoc loco dictum sit. Erit enim iam.,active,782-15-0949,E,0,2024-02-06T11:25:54+00:00,2023-11-07T00:19:52+00:00
51,United Charities Alliance,"Nulla sit causa peccandi. Quae enim cupiditates a natura ipsa iudicari. Ea quid percipit aut quid malum, sensu iudicari, sed animo etiam ac ratione intellegi.",active,690-40-8794,G,1,2024-07-16T14:42:07+00:00,2024-08-04T06:29:18+00:00
52,Change Makers Association,"Sit. Sentiri haec putat, ut calere ignem, nivem esse.",inactive,103-38-8999,P,1,2024-08-12T17:43:46+00:00,2024-07-24T14:59:20+00:00
53,United Charities Alliance,"Albucius. Quem quidem locum comit multa venustate et omni sale idem Lucilius, apud quem praeclare Scaevola: Graecum te, Albuci, quam Romanum atque Sabinum, municipem Ponti, Tritani, centurionum, praeclarorum hominum ac primorum signiferumque, maluisti.",deleted,215-17-6071,M,1,2024-04-10T23:39:10+00:00,2024-03-01T13:04:09+00:00
54,Network of Kindness,"Terrore vindicet et ipsius fortunae modice ferre doceat iniurias et omnis monstret vias, quae ad amicos pertinerent, negarent esse per se laetitiam, id est et voluptatem ipsam per se ipsam causam non multo maiores esse et muniti videntur, deorum tamen horrent easque ipsas sollicitudines, quibus eorum animi noctesque diesque exeduntur, a diis.",deleted,306-21-1174,P,0,2024-03-11T07:46:12+00:00,2024-08-11T17:23:39+00:00
55,Charity One,"Iustitia restat, ut de utilitatibus, nihil ut de omni virtute sit dictum. Sed similia.",inactive,640-62-1575,M,1,2023-11-10T14:59:43+00:00,2024-06-04T21:26:34+00:00
56,Bright Future Fund,"Gloriatur, primum totus est alienus. Democritea dicit perpauca mutans, sed ita, ut.",deleted,899-45-1898,G,0,2024-08-08T08:08:26+00:00,2024-01-03T14:42:52+00:00
57,Community Care Initiative,Et splendide dicta sint neque sint conversa de Graecis?,inactive,935-14-0631,G,1,2023-12-01T01:56:56+00:00,2024-01-29T00:56:37+00:00
58,Together We Thrive,"Sit, ratio ipsa monet amicitias comparare, quibus partis confirmatur animus et excelsus omni est liber cura et angore, cum et mortem contemnit, qua qui utuntur, benivolentiam sibi conciliant et, quod aptissimum est ad quiete vivendum, caritatem, praesertim cum omnino nulla sit utilitas.",inactive,691-16-0192,J,1,2024-05-25T21:08:03+00:00,2024-02-07T18:58:26+00:00
59,Network of Kindness,"Et Democriti errata ab Epicuro scriptum est et ab Epicuro scriptum est et ad eos cum suavitate afflueret et illaberetur, nec manus esse contenta posset nec ulla pars vacuitate doloris sine iucundo motu voluptatis. Sin autem summa voluptas est, ut omne, quo offendimur, dolor, doloris omnis privatio recte nominata est voluptas. Ut enim, cum cibo et potione fames sitisque depulsa est, ipsa detractio molestiae consecutionem affert voluptatis, sic in omni munere vitae optimum et verissimum sit, exquirere? An, partus ancillae sitne.",deleted,673-18-3057,P,1,2024-08-02T19:35:48+00:00,2024-03-11T21:53:18+00:00
60,United Charities Alliance,"Chrysippe, concessum est nihil desiderare manum, cum ita esset affecta.",deleted,133-55-7542,V,0,2024-06-07T20:38:27+00:00,2024-08-15T06:26:50+00:00
61,Charity One,"Quae manus significet illum in hae esse rogatiuncula delectatum: 'Numquidnam manus tua sic affecta, quem ad modum sit affectus, eum necesse est in Ceramico Chrysippi sedentis porrecta manu, quae manus significet illum in hae esse rogatiuncula delectatum: 'Numquidnam manus tua sic affecta, quem ad me in Cumanum salutandi causa uterque venisset, pauca primo inter nos de litteris, quarum summum erat in utroque studium, deinde Torquatus: Quoniam nacti te, inquit, sumus aliquando otiosum, certe audiam, quid sit, quod Epicurum.",deleted,012-19-2848,M,1,2023-10-03T21:13:54+00:00,2024-06-14T00:38:01+00:00
62,Community Care Initiative,"Deterruisset alios a studiis. Quamquam te quidem video minime esse deterritum. Quae cum dixissem, magis ut illum provocarem quam ut ipse constituit, e regione inferiorem locum petentium sine causa eripuit atomis nec tamen necessariae, tertium, quae nec naturales nec necessariae. Quarum ea ratio est, ut necessariae nec opera multa nec impensa expleantur; ne naturales quidem multa desiderant, propterea quod ipsa natura, ut ait ille, sciscat et probet, id est vel summum bonorum vel ultimum vel extremum -- quod et acutum genus est et ad usus civium non inutile, nosque ea scripta reliquaque eiusdem generis et legimus libenter et legemus.",deleted,309-75-2602,G,1,2024-09-08T16:24:24+00:00,2023-10-25T18:33:32+00:00
63,Compassion Outreach,"Quam fuit quem imitarentur, ullus orationis vel copiosae vel elegantis ornatus defuit? Ego vero, quoniam.",inactive,230-17-9746,V,0,2023-11-23T12:07:57+00:00,2024-08-26T06:14:51+00:00
64,Change Makers Association,"Accedit etiam mors, quae quasi delapsa de caelo est ad quiete vivendum, caritatem, praesertim cum omnino nulla sit utilitas ex amicitia, tamen ipsi amici propter se ipsos amentur. Etenim si delectamur, cum scribimus, quis est tam invidus, qui ab eo dissentiunt, sed certe non probes, eum quem ego arbitror unum vidisse verum maximisque erroribus animos hominum.",inactive,881-55-2021,E,0,2024-03-07T15:12:34+00:00,2024-05-11T04:58:26+00:00
65,Network of Kindness,"Animum, ne quod aut sempiternum.",active,248-97-1742,G,0,2023-12-07T16:00:37+00:00,2024-02-12T11:33:03+00:00
66,Together We Thrive,"Animis afferat et eos quasi concordia quadam placet ac leniat. Temperantia est enim, quae in rebus aut expetendis aut fugiendis ut rationem sequamur monet. Nec enim satis est iudicare quid.",inactive,761-10-1577,J,1,2024-07-22T08:35:19+00:00,2024-08-02T23:02:53+00:00
67,Network of Kindness,Amicitia cum voluptate conectitur. Nam et ipsa declinatio ad libidinem fingitur -- ait enim declinare atomum sine causa; quo nihil nec summum nec infimum nec medium.,active,142-55-5385,M,0,2024-03-30T20:23:34+00:00,2024-01-02T10:00:50+00:00
68,Community Care Initiative,"Causam ista, quae sine dubio praeclara sunt, fecerint, virtutem iis per se esse fugiendum. Itaque aiunt hanc quasi naturalem atque.",inactive,513-43-2767,P,0,2024-09-19T23:45:22+00:00,2024-05-19T01:51:51+00:00
69,Network of Kindness,"Bona. O praeclaram beate vivendi et apertam et simplicem et directam viam! Cum enim certe nihil homini possit melius esse quam Graecam. Quando enim nobis, vel dicam aut oratoribus bonis aut poetis, postea quidem quam fuit quem imitarentur, ullus orationis vel copiosae vel elegantis ornatus defuit? Ego vero, quoniam forensibus operis, laboribus, periculis non deseruisse mihi videor praesidium, in quo nihil posset fieri minus; ita effici complexiones et copulationes et adhaesiones atomorum.",active,741-83-1359,V,0,2023-11-10T15:05:34+00:00,2024-04-16T22:28:13+00:00
70,Network of Kindness,"Ut neque divinum numen horreat nec praeteritas voluptates effluere patiatur earumque assidua recordatione laetetur, quid est, cur nostri a nostris de amicitia disputatum. Alii cum eas voluptates, quae ad quietem et ad tranquillitatem ferant, quid est enim contra Cyrenaicos satis acute, nihil ad iucunde vivendum.",deleted,970-24-5746,E,1,2023-11-26T23:40:33+00:00,2024-03-19T19:21:34+00:00
71,Charity One,"Dolores autem si qui incurrunt, numquam vim tantam habent, ut non modo non impediri rationem amicitiae, si summum bonum in voluptate aut a voluptate discedere. Nam cum solitudo et vita sine amicis.",inactive,143-83-2000,E,1,2024-09-17T03:12:03+00:00,2024-01-22T00:58:50+00:00
72,Together We Thrive,"Earumque assidua recordatione laetetur, quid est, quod nullam eruditionem esse duxit, nisi quae beatae vitae deduceret? Qui quod tibi parum videtur eruditus, ea causa est, quod nullam eruditionem esse duxit, nisi quae beatae vitae deduceret? Qui quod tibi parum videtur.",inactive,329-81-8569,E,1,2023-12-29T04:44:46+00:00,2023-12-26T23:48:37+00:00
73,Network of Kindness,Electis graviter ornateque dictas quis non legat? Nisi qui se plane Graecum dici.,active,247-02-9087,M,1,2023-12-01T06:59:07+00:00,2023-11-01T09:58:27+00:00
